comm,size
0,21
1,123
2,26
3,24
4,65
5,64
6,74
7,32
8,72
9,58
10,47
11,46
12,60
13,76
14,28
15,51
16,45
17,20
18,21
19,4
20,25
21,4
22,3
23,7
24,4
