comm_from,comm_to
30,29
86,18
128,116
144,156
145,329
161,116
184,95
219,222
243,343
269,254
276,281
277,281
307,261
329,329
332,334
410,564
428,577
452,458
491,491
531,343
546,544
584,585
589,590
592,604
623,362
636,272
672,261
687,690
719,869
754,561
770,55
783,765
827,173
851,855
868,869
903,908
906,907
918,95
930,29
938,22
951,55
986,116
