graph,modularity
314,0.1632497628177875
315,0.16576027432076426
316,0.16747467693918322
317,0.17179674222707533
318,0.17121406679254184
319,0.1702642429850406
320,0.17196164952762874
321,0.1702839364468559
322,0.16893758177513227
323,0.16972219594949392
324,0.17236207448108568
325,0.174810420514091
326,0.17721422082297159
327,0.17652238520865074
328,0.17670397699617982
329,0.1757648363991936
330,0.17637161363548282
331,0.17730748475425664
332,0.17865883778067573
333,0.17665274418465768
334,0.17614515056535424
335,0.1750737103238119
336,0.17663271612990405
337,0.17693176416594278
338,0.17718185298314168
339,0.17747460710848417
340,0.17729081461456697
341,0.17764289038738673
342,0.17723127347960704
343,0.17291792162128095
344,0.1720961934156378
345,0.17215194477899756
346,0.1765079487670756
347,0.17997519832131176
348,0.18812032978768847
349,0.1889394202886553
350,0.1912796027432296
351,0.19308912352979452
352,0.18957259862459894
353,0.1882752716813689
354,0.18944388058779224
355,0.19191008066546386
356,0.1923555275939077
357,0.19507223822467448
358,0.19431133944385318
359,0.19264780097190526
360,0.19483875549081292
361,0.1964186959862781
362,0.19828054309502866
363,0.19968495317949822
364,0.199578265625
365,0.201186703825099
366,0.19774417335598404
367,0.19507807449094577
368,0.19498785677442196
369,0.19261914643202052
370,0.18942698220477638
371,0.18629415330782811
372,0.18649799472350845
373,0.19005378965085906
374,0.19140081436667716
375,0.19349604645002552
376,0.19147526807333123
377,0.19145551821512757
378,0.19210544794219853
379,0.19016204499008726
380,0.19261735934993
381,0.19454683070568865
382,0.19364325997597187
383,0.19224122627313373
384,0.1921026737605861
385,0.190541935580055
386,0.1908038325506302
387,0.1903628735494852
388,0.19103965611756948
389,0.19346867901795223
390,0.19298612706270005
391,0.1909024724657532
392,0.19426113785865393
393,0.1944873284105027
394,0.19589703653079008
395,0.19375055254270002
396,0.1950270705443548
397,0.19244567473558602
398,0.19554735351117136
399,0.1948462215680086
400,0.19802947983802158
401,0.20099519964381515
402,0.20134207808933438
403,0.2030859711578895
404,0.20159415704728603
405,0.20353884483397405
406,0.20380753692715575
407,0.2038832578468778
408,0.2055993621006518
409,0.20005395092005185
410,0.19975041338891264
411,0.20021291190094803
412,0.2019262565080801
413,0.20436180012171107
414,0.20666135352877513
415,0.20506774626821492
416,0.2101253515899302
417,0.21213939098023105
418,0.20705129820073234
419,0.205106155509229
420,0.20594439877151915
421,0.20387357463287226
422,0.20329223201081065
423,0.20321776937140404
424,0.2021856899034923
425,0.20468864559731667
426,0.2037150205393361
427,0.20227233786004756
428,0.20506763930974442
429,0.20779997736532374
430,0.20618574275555512
431,0.2064497072641535
432,0.2076819554469699
433,0.20616403422061277
434,0.20878000624053566
435,0.21154572350637357
436,0.21023735196080914
437,0.20976428847964942
438,0.21084531919353022
439,0.20980543905490862
440,0.21000549848486985
441,0.2109552686556138
442,0.2069989455979782
443,0.207405223737432
444,0.20225199494376392
445,0.2059073733037879
446,0.2085360529590107
447,0.20986800439463663
448,0.2105509845814293
449,0.2120122896695189
450,0.2130857143941279
451,0.2130873592619923
452,0.2132197460260419
453,0.21341244687749047
454,0.21459359775974138
455,0.21199516770989163
456,0.2063347259286379
457,0.2040817222557338
458,0.20391359649662727
459,0.20384704004881513
460,0.19975090901253606
461,0.19858769244284677
462,0.19790896851399303
463,0.19699476785292325
464,0.195802593800867
465,0.19620952332273464
466,0.19791192518895412
467,0.20035639888166812
468,0.20144511480754945
469,0.19587242827764173
470,0.19458063131417613
471,0.1962220743956272
472,0.1909846702577689
473,0.19442747070769567
474,0.19576618685623878
475,0.19643765195800456
476,0.1954765853809446
477,0.19784675480769215
478,0.1995224956761304
479,0.20510179145150986
480,0.20366375132060716
481,0.203265120546034
482,0.20139609576774026
483,0.20105901016315694
484,0.19927835150764012
485,0.20005305650741295
486,0.20130758057452222
487,0.2031811162184568
488,0.2040397621556522
489,0.20686421333160163
490,0.20590687816612577
491,0.20590868155541073
492,0.20707330844641303
493,0.20536413823617986
494,0.20602710303213878
495,0.20564753086419765
496,0.20567377036261664
497,0.20648601658259313
498,0.2095251230317492
499,0.2004236405578519
500,0.20149730266606336
501,0.2025226308390533
502,0.20217250061682546
503,0.2026702836767126
504,0.20103066566253272
505,0.19888950673662883
506,0.2013595748311244
507,0.19257044063009834
508,0.19503057004801208
509,0.19566302780441835
510,0.1936301598725133
511,0.18876790880668667
512,0.18761924949576692
513,0.18949190641972835
514,0.18936296267425995
515,0.19522414242021152
516,0.19344519219294148
517,0.1915405067315117
518,0.1948287924910131
519,0.19680834547019505
520,0.19499790268619624
521,0.19846910025292602
522,0.19584873704750289
523,0.19915422078366304
524,0.19722607148908355
525,0.196970934523103
526,0.19889452717334705
527,0.20179219679427635
528,0.1999184179359767
529,0.20156675610907965
530,0.20021894250564806
531,0.1974457695975781
532,0.19651564357907264
533,0.19033251913551283
534,0.19157205309390568
535,0.19186125861296885
536,0.19409520933647864
537,0.19307544106619842
538,0.19029516535344898
539,0.1902617192939625
540,0.1932732596181841
541,0.19416697787991946
542,0.19722028377594972
543,0.19851718919688796
544,0.2016651546754782
545,0.201744893128865
546,0.19939310512371675
547,0.19766271397345114
548,0.19808129054717505
549,0.2001537056138753
550,0.20054969849534018
551,0.20127008230874235
552,0.20030393566296187
553,0.20059933197473118
554,0.20199525240121038
555,0.20017528662950612
556,0.1957821652231001
557,0.19550010507737495
558,0.19542742444617905
559,0.19222014653842945
560,0.19052280398939367
561,0.18865909612755757
562,0.19005853330104383
563,0.19357958469271846
564,0.19414079872531337
565,0.19204043039597035
566,0.19288492481051983
567,0.19322497711037148
568,0.19470679509953925
569,0.19584647194193874
570,0.19762575814747635
571,0.1934692279156788
572,0.19422137570502784
573,0.19808476445365503
574,0.20265938719934076
575,0.19938635518281772
576,0.20055168539940824
577,0.20045564034143976
578,0.20039996246089764
579,0.20161745841650297
580,0.20088804745353767
581,0.20099535124466494
582,0.20363045865738633
583,0.20178558928180332
584,0.20048920427594497
585,0.20008939724956676
586,0.19963274293189218
587,0.20109994941792256
588,0.20229711278934775
589,0.20165714425836784
590,0.20300382073391252
591,0.20351081163557122
592,0.2054062689435576
593,0.20302902759086505
594,0.20611383608205397
595,0.2013651455811508
596,0.20005283833106843
597,0.1992257212217452
598,0.19864834840415493
599,0.1939252877592903
600,0.19431723946567514
601,0.1954866084072918
602,0.19432290117489584
603,0.1909064614999142
604,0.19039986959268776
605,0.19083951881215228
606,0.1899930767401687
607,0.1906067994853624
608,0.19086439900143506
609,0.19097374170111348
610,0.1885829250702755
611,0.18970249346225218
612,0.1906711833142621
613,0.19209241257417017
614,0.19375898217075807
615,0.19506153303796703
616,0.19932994904031784
617,0.2048575569927574
618,0.20749769279511818
619,0.20875757454382976
620,0.20771060082304554
621,0.20972479998010687
622,0.21186790994313529
623,0.2131535397109311
624,0.21204371702905017
625,0.20117554684821778
626,0.20141182424665238
627,0.19862118039729695
628,0.19825129968765615
629,0.1997991734611995
630,0.19975520792106566
631,0.20042767073513598
632,0.19788915060739345
633,0.20043442564524816
634,0.19635946166274498
635,0.19402445914723818
636,0.19069630482126684
637,0.18731504947163735
638,0.1904647601670155
639,0.18883210426785552
640,0.19663602954435488
641,0.19435891215280424
642,0.20129452264751008
643,0.19865558951433154
644,0.2008011035589368
645,0.20043934693789545
646,0.19028356759756612
647,0.19303110697948042
648,0.18879317255017647
649,0.18856726218967404
650,0.18779239984215787
651,0.18449504048664236
652,0.18362686629414873
653,0.18491010509787406
654,0.18512713752981888
655,0.18409863351131728
656,0.18227808683174715
657,0.18264471614035196
658,0.1829078579979986
659,0.18550199679840015
660,0.18691621814261297
661,0.18829139089617722
662,0.18583852723807467
663,0.1823322965138943
664,0.18536429098850116
665,0.18668991943676172
666,0.1888253373244694
667,0.1869407533810997
668,0.18478235120777475
669,0.19042771187701643
670,0.1854968412448852
671,0.18430437097969296
672,0.18412869652609043
673,0.18503669791242183
674,0.18573646868103288
675,0.18738908635707974
676,0.1901417808632485
677,0.1858681498910877
678,0.18961106564005478
679,0.18958747818829202
680,0.19186577800727259
681,0.19348810842275702
682,0.19826349173138025
683,0.19028601563881073
684,0.1893269425816244
685,0.18949108615722224
686,0.18965018327526448
687,0.19286813445220738
688,0.19069335185747402
689,0.19188589987878588
690,0.19369824638403407
691,0.19406092912479944
692,0.18865864940877994
693,0.18789937737876053
694,0.18993686016795583
695,0.18714852561779718
696,0.19031583307578925
697,0.1922202655816683
698,0.19527764351576452
699,0.19179386024656586
700,0.1931642137386976
701,0.19359771699942252
702,0.19100826473538443
703,0.19137677182942764
704,0.19109550856907356
705,0.19208932934229322
706,0.19117291776328849
707,0.1941981533874586
708,0.1932787015947432
709,0.19393287120101216
710,0.19272056159383302
711,0.19270994961405635
712,0.19307748609033132
713,0.19228518463775374
714,0.19749784065803092
715,0.20133436247321818
716,0.1995584332310355
717,0.20147259253455355
718,0.20340955402674799
719,0.20775839120486922
720,0.21013057792809353
721,0.20192873510616519
722,0.20549290649436566
723,0.20628954625507612
724,0.20430297262563515
725,0.2041453524309754
726,0.19730835979768035
727,0.20055140408758115
728,0.19750176397824795
729,0.19565148369920737
730,0.19670585439527247
731,0.19776366076419163
732,0.19675056387089476
733,0.19761412033327985
734,0.19927647332282789
735,0.19902141714976174
736,0.1971285142026944
737,0.19544863490954412
738,0.1987838352170229
739,0.20065991007239203
740,0.20044000122442432
741,0.1984480301883826
742,0.19974695158034958
743,0.20113286245417322
744,0.19831320240599404
745,0.1998280486494575
746,0.1983790064149225
747,0.19653494782438705
748,0.19643707418126236
749,0.19641946211840874
750,0.19704509718818067
751,0.19832405923925533
752,0.19621224247819735
753,0.2001797145377625
754,0.1941010472891842
755,0.19331672822401647
756,0.19397804307692318
757,0.19220568010413738
758,0.193071153935291
759,0.1913975840713924
760,0.1906120380248876
761,0.19162038065038667
762,0.18826456986022364
763,0.1894339691765982
764,0.18617766978018618
765,0.18383400403344932
766,0.18376539758501895
767,0.18300399936541625
768,0.18590719844142914
769,0.1845642505995581
770,0.17895535702153245
771,0.18184826717536362
772,0.18194681733632326
773,0.18225260533927007
774,0.1810742614619081
775,0.1804176025662848
776,0.18245988921192602
777,0.18171680785388175
778,0.1844269564960166
779,0.18218702319448143
780,0.18251568839391744
781,0.1789485367294872
782,0.18088502675550822
783,0.18242401890363952
784,0.18380258407924857
785,0.18490217195241895
786,0.18653847864904005
787,0.1867870994790676
788,0.18445477091021797
789,0.18521692638341866
790,0.18449791498732
791,0.18527791712936284
792,0.189853411255713
793,0.18716236405050182
794,0.19148318995173763
795,0.19160798099418594
796,0.1887236551499501
797,0.19016357180759644
798,0.1884847850620704
799,0.1885663868023411
800,0.1885126303253451
801,0.1881390389913118
802,0.19055188066816184
803,0.18925923499379693
804,0.19045708803689143
805,0.1925022912505851
806,0.19400559434773354
807,0.1942258074538819
808,0.19489138305121484
809,0.19621320064795084
810,0.1971468841081343
811,0.19784876578244343
812,0.19799983814485242
813,0.19821714149195818
814,0.19838982729274476
815,0.1982319692597972
816,0.19930048238545814
817,0.19951518739207152
818,0.1991045233928317
819,0.19869242982761523
820,0.2006404958755396
821,0.19723662948805898
822,0.19597739385082813
823,0.19737332292900697
824,0.1923665835107323
825,0.18906839079479354
826,0.18887045310528255
827,0.1901036360687163
828,0.18927369541811026
829,0.19055694656514158
830,0.19222937400577067
831,0.19276956002153925
832,0.19261128007925626
833,0.19416946964877413
834,0.19218099146816944
835,0.19236888370154484
836,0.19263396839527844
837,0.1924006348653538
838,0.19020860944475462
839,0.1912957385974576
840,0.18979744954142097
841,0.18803570453305324
842,0.18674248367856455
843,0.18749743665784332
844,0.18699963924692448
845,0.18775260636073438
846,0.1884956822920743
847,0.1902412716949977
848,0.19282855371717464
849,0.19225594794768797
850,0.19277328304530747
851,0.19368942050356053
852,0.1928112835975942
853,0.19019598766115467
854,0.19168373583950468
855,0.1920726487797406
856,0.1863992295977781
857,0.18564699197669768
858,0.1857376732878444
859,0.18623846184422183
860,0.18455303812921894
861,0.18562536753382006
862,0.18455617276448222
863,0.18577655745141322
864,0.18594096988124328
865,0.18575595410318213
866,0.184934202102514
867,0.18589822615473314
868,0.18662962206820904
869,0.19063322766605828
870,0.18796174625066248
871,0.18712960579632326
872,0.18381033645508166
873,0.18482687624179275
874,0.1848172054342566
875,0.18096455452300392
876,0.18061471543968358
877,0.18381718376720144
878,0.18228938217243215
879,0.1828051451563166
880,0.17765670939933617
881,0.17794517213179883
882,0.17906747660380534
883,0.1792283289378435
884,0.17982456407086184
885,0.18075662809708293
886,0.18141579891622225
887,0.181705200633229
888,0.18096622419808117
889,0.18481878174117825
890,0.18604294048061343
891,0.18530867022973993
892,0.1860296309543615
893,0.18388167958320362
894,0.18407224712480902
895,0.1843266378605488
896,0.18333445235144188
897,0.1831182498787323
898,0.17983229860888655
899,0.17731651122157285
900,0.17854543074778642
901,0.17930309872087472
902,0.18084613036107514
903,0.1824835641147746
904,0.18263603334615047
905,0.1829205780987738
906,0.181667553442297
907,0.18196715032173455
908,0.1825942444416473
909,0.1833879709352712
910,0.18128923155518575
911,0.17918493230598823
912,0.1797143005234829
913,0.18205275020059764
914,0.18231428380115158
915,0.1799043501416871
916,0.17888975397190396
917,0.17374178502876853
918,0.1739070892687732
919,0.17188148991514773
920,0.17526930753021658
921,0.17578421331432093
922,0.16888948919636126
923,0.1698173927538033
924,0.17152392457732998
925,0.1716542732361672
926,0.1727019959715863
927,0.1730821607155494
928,0.16545410253073564
929,0.16641435069594138
930,0.16961549735427162
931,0.16280116241467907
932,0.16461603536883357
933,0.1595028665941381
934,0.1611265958438462
935,0.16059312622570193
936,0.15976276601693745
937,0.15469997996643414
938,0.1567516698315035
939,0.15560437404083868
940,0.1566271737474451
941,0.15217837651927676
942,0.1529506385302537
943,0.15366685286614398
944,0.16195422335930276
945,0.15377774355657015
946,0.14772597860806697
947,0.1481710114528852
948,0.1477946868810017
949,0.14642095238383251
950,0.14605101605945875
951,0.14261850416197921
952,0.14275348222885456
953,0.1444653658163723
954,0.14243454752168636
955,0.1464658606546081
956,0.14738799071714512
957,0.14427778890668436
958,0.14000068000000007
959,0.13984856077716298
960,0.13993510174925525
961,0.13966570345069834
962,0.14013997333983375
963,0.1440481993607675
964,0.1373685267807779
965,0.13778370706877616
966,0.13768148892762452
967,0.13700992125777445
968,0.1383017227296353
969,0.13748563681806714
970,0.13570201307068122
971,0.13755985777003119
972,0.1313759915062581
973,0.13172182997008794
974,0.13748220110954446
975,0.1305592935192904
976,0.1344135383366787
977,0.13532206236192085
978,0.1365965720760571
979,0.13376915994996746
