comm,size
0,21
18,3
29,4
71,10
72,3
79,32
84,25
117,39
131,57
132,6
142,3
149,2
189,39
220,9
231,30
249,12
255,4
256,4
261,32
283,21
292,2
293,2
304,38
319,12
344,14
347,19
362,6
387,12
430,5
442,5
457,6
473,28
475,43
517,13
524,2
526,2
529,3
535,3
540,4
547,30
557,56
578,34
583,4
587,2
588,2
597,20
657,9
678,2
680,2
709,43
718,58
742,74
743,3
801,6
807,17
818,23
858,4
884,6
905,2
929,20
932,5
998,3
