comm,size
3,21
17,28
20,3
29,8
81,13
89,2
95,38
106,35
120,44
125,5
141,57
166,3
207,71
210,22
257,20
294,22
299,20
313,14
319,2
320,2
322,3
323,4
344,18
357,14
380,7
385,7
410,37
439,38
452,5
473,24
489,24
535,3
539,3
583,4
589,4
594,19
619,28
641,8
644,26
673,6
684,4
689,3
748,49
749,58
773,75
815,44
829,20
853,13
866,2
904,2
934,5
937,3
956,10
