comm_from,comm_to
18,84
22,944
29,29
55,49
66,84
95,270
116,115
156,156
173,169
222,84
224,755
254,257
261,257
272,270
281,283
329,326
333,330
334,330
343,84
362,631
458,460
463,244
491,49
542,84
544,546
561,904
564,416
577,150
585,586
586,586
590,590
597,596
604,604
690,689
720,783
765,783
855,115
869,871
907,169
908,174
