comm,size
8,15
27,4
39,38
74,10
75,3
94,38
97,20
103,34
121,36
142,4
154,23
166,3
174,4
214,70
231,60
241,27
261,20
263,13
272,6
293,22
309,28
315,9
319,2
321,2
331,41
387,13
388,7
437,8
455,2
456,3
470,23
483,11
495,27
511,43
537,7
585,2
589,2
590,3
592,2
594,39
639,14
661,11
679,5
690,4
758,2
769,38
781,76
810,59
826,49
867,4
934,5
957,9
