comm,size
30,4
86,54
128,93
144,38
145,9
161,3
184,19
219,45
243,35
269,20
276,3
277,3
307,22
329,2
332,2
410,38
428,86
452,8
491,23
531,5
546,6
584,4
589,4
592,37
623,67
636,137
672,5
687,4
719,2
754,49
770,73
783,44
827,24
851,3
868,2
903,2
906,2
918,3
930,5
938,5
951,5
986,5
