comm,size
29,8
49,100
84,120
115,54
150,86
156,38
167,3
169,26
174,2
244,10
257,47
270,162
283,6
326,9
330,2
332,2
416,35
460,8
511,22
546,3
549,3
586,4
590,4
596,6
604,33
631,67
689,4
726,6
755,3
783,40
794,20
819,4
848,5
871,2
872,2
904,49
944,5
