comm_from,comm_to
27,25
31,29
41,35
42,35
72,80
78,526
88,91
99,187
111,127
142,503
154,170
169,472
183,629
191,903
196,629
213,231
226,341
230,467
246,351
272,273
277,155
300,331
306,323
325,351
337,360
345,694
352,676
418,472
421,283
476,493
481,462
497,160
536,467
540,467
585,592
587,596
597,610
600,393
647,127
669,122
679,688
683,688
716,696
782,815
808,578
817,823
866,867
902,905
911,127
933,237
943,610
