comm,size
25,3
29,9
35,38
80,10
91,25
122,6
127,45
155,22
160,45
170,23
187,33
208,19
231,31
237,5
273,21
283,20
323,4
331,21
341,33
351,45
360,34
393,6
406,28
462,5
467,17
472,44
493,23
503,38
524,3
526,10
533,5
578,58
592,4
596,4
610,40
629,51
638,14
676,5
688,4
694,3
696,28
815,74
823,30
845,3
867,2
869,2
903,2
905,2
968,3
