comm_from,comm_to
3,8
17,231
20,231
29,27
81,263
89,867
95,94
106,103
120,121
125,679
141,231
166,166
207,214
210,154
257,261
294,293
299,511
313,315
319,319
320,319
322,214
323,214
344,97
357,387
380,639
385,388
410,39
439,331
452,456
473,470
489,495
535,537
539,537
583,585
589,589
594,594
619,309
641,639
644,511
673,121
684,690
689,231
748,826
749,810
773,781
815,769
829,594
853,74
866,867
904,174
934,934
937,154
956,957
